simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes;
0;0,5049617;0,5216877;0,4349883;0,5563273;0,4799407;0,5013652;0,4883043;0,5321183;0,4660029;0,5;16;3,135806;0,0625;0;0,0625;0;0
500,0023;0,5484586;0,494501;0,5073472;0,4888833;0,4161832;0,5900223;0,5533436;0,4901513;0,4092093;0,5;9;5,21476;0,2222222;0,2222222;0;0;0
1000,003;0,7656935;0,5342432;0,6109439;0,4826231;0,6585294;0,5273178;0,3835529;0,399026;0,1998446;0,5;8;6,305164;0;0;0;0;0
1500,002;0,7011781;0,5092952;0,6472278;0,2376929;0,5441459;0,8414274;0,395175;0,4346053;0,2610652;0,5;12;4,154227;0,4166667;0;0,4166667;0;0
2000;0,7444182;0,5075273;0,6392951;0,1871983;0,5423834;0,8744407;0,4316601;0,4010929;0,2842072;0,5;9;5,475901;0,6666667;0,1111111;0,5555556;0;0
2500,003;0,7475362;0,5070938;0,704772;0,3198563;0,70266;0,822216;0,2318205;0,5227107;0,2033621;0,5;9;4,950509;0,6666667;0;0,6666667;0;0
3000;0,777603;0,5838009;0,6977921;0,2855622;0,6395804;0,8984721;0,3001332;0,4903516;0,225728;0,5;9;6,083718;1;0;0,8888889;0,1111111;0
3500,002;0,754764;0,5923856;0,6082607;0,4450209;0,675918;0,9580854;0,3146794;0,4925207;0,2506447;0,5;10;5,57931;1,1;0;0,7;0,4;0
4000;0,7730098;0,5233136;0,6152686;0,4973266;0,7093885;0,9493292;0,2866714;0,5514012;0,2827998;0,5;11;5,53159;1,454545;0,09090909;0,7272727;0,6363636;0
4500,004;0,8531262;0,5319067;0,6525492;0,6196626;0,7613919;0,9592991;0,2134033;0,5927356;0,1790676;0,5;7;8,900105;1,857143;0;0,8571429;1;0
