simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes;
0;0,5190219;0,510094;0,5106264;0,5062674;0,4978618;0,5324482;0,4895985;0,456978;0,5240815;0,5;15;2,15705;0;0;0;0;0
500,0031;0,863956;0,1750889;0,6777291;0,653349;0,4848137;0,5668551;0,6120434;0,5486495;0,5267358;0,5;17;1,701831;0,05882353;0,05882353;0;0;0
1000,007;0,9448957;0,3350148;0,7359518;0,774731;0,5949004;0,490067;0,6017403;0,4205164;0,8460845;0,5;11;3,575853;0;0;0;0;0
1500,004;0,915848;0,3512864;0,8112465;0,9067115;0,5851452;0,4486926;0,6132626;0,5478862;0,7694318;0,5;10;3,920315;0;0;0;0;0
2000,004;0,9892687;0,4287306;0,8417218;0,8256758;0,3845892;0,6860471;0,6263694;0,2963116;0,5888219;0,5;11;2,946864;0;0;0;0;0
2500;1;0,40758;0,8643934;0,8926441;0,6143928;0,5485072;0,600255;0,4599072;0,6414986;0,5;16;1,594276;0;0;0;0;0
3000,005;0,9758767;0,4294454;0,727384;0,8615187;0,4914286;0,7008951;0,5292475;0,3882795;0,5400466;0,5;13;2,028871;0;0;0;0;0
3500,005;0,9456704;0,4327464;0,8201571;0,9000715;0,511264;0,8317987;0,314376;0,4480374;0,4301057;0,5;19;1,554415;0;0;0;0;0
4000;0,9942648;0,4579633;0,8099778;0,7922361;0,5360124;0,7747564;0,4019413;0,5367767;0,5505375;0,5;16;2,601127;0;0;0;0;0
4500,008;0,9983342;0,404879;0,7179367;0,9064291;0,5062758;0,7551181;0,3230477;0,5899178;0,4764148;0,5;19;1,60786;0;0;0;0;0
