simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4926154;0,5116882;0,5231653;0,4545093;0,4904555;0,5194325;0,5316928;0,5236366;0,5074779;0,5;19;3,271609;0;0;0;0;0
500,0041;0,46737;0,2326142;0,745461;0,2774748;0,5278464;0,5945594;0,5391457;0,4506164;0,6174502;0,5;4;13,12872;0;0;0;0;0
1000,001;0,6619995;0,5203743;0,7913553;0,5455735;0,648172;0,7403074;0,3570833;0,446433;0,6929204;0,5;6;12,2728;0,1666667;0;0;0;0,1666667
1500,003;0,6478171;0,5056056;0,8481452;0,5870929;0,7208405;0,7054412;0,2455351;0,4572031;0,6371046;0,5;3;23,60915;1;0;0;0;1
2000,002;0,7023589;0,4479108;0,7650688;0,5492062;0,8269815;0,7130656;0,195695;0,4121394;0,6397282;0,5;3;21,9955;1;0;0;0;1
2500,002;0,6717306;0,4099516;0,7871224;0,566361;0,8014812;0,7832586;0,1259172;0,4836758;0,7143897;0,5;5;14,78929;1;0;0;0;1
3000;0,7769551;0,3436086;0,7779198;0,5878208;0,7807848;0,6125974;0,1400339;0,3574048;0,790678;0,5;7;10,53229;1;0;0;0;1
3500,007;0,8718733;0,3989024;0,726971;0,6627718;0,8596224;0,4640659;0,1986701;0,198668;0,7889749;0,5;11;5,310389;1;0;0;0;1
4000,004;0,9157096;0,4604274;0,6921399;0,8038766;0,9362843;0,4326687;0,2550844;0,1519037;0,8637076;0,5;9;7,631742;1;0;0;0;1
4500,004;0,928519;0,397355;0,7223701;0,7912836;0,9157155;0,3748378;0,2884149;0,1036513;0,8954447;0,5;10;5,945279;1;0;0;0;1
